Id no.,Dex no.,id,Species,Type 1,Type 2,HP Group,Starting HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,size helper,,,Size Class,weight helper,Weight Class,Egg Group 1,Egg Group 2,Ability 1,Ability 2,Hidden Ability,Region,Relevant?
876,684,swirlix-default,Swirlix,Fairy,,+1d6/lvl,20,4,6,5,5,4,1,4,16,Small,7.72,Feather,Fairy,,Sweet Veil,,Unburden,Kalos,y
877,685,slurpuff-default,Slurpuff,Fairy,,+1d8/lvl,21,8,8,8,7,7,2,7,31,Small,11.02,Light,Fairy,,Sweet Veil,,Unburden,Kalos,
878,686,inkay-default,Inkay,Dark,Psychic,+1d6/lvl,20,5,5,3,4,4,1,4,16,Small,7.72,Feather,Water 1,Water 2,Contrary,Suction Cups,Infiltrator,Kalos,y
879,687,malamar-default,Malamar,Dark,Psychic,+1d8/lvl,21,9,8,6,7,7,4,11,59,Medium,103.62,Medium,Water 1,Water 2,Contrary,Suction Cups,Infiltrator,Kalos,
880,688,binacle-default,Binacle,Rock,Water,+1d4/lvl,19,5,6,3,5,5,1,8,20,Small,68.34,Light,Water 3,,Sniper,Tough Claws,Pickpocket,Kalos,y
881,689,barbaracle-default,Barbaracle,Rock,Water,+1d8/lvl,21,10,11,5,8,6,4,3,51,Medium,211.64,Medium,Water 3,,Sniper,Tough Claws,Pickpocket,Kalos,
882,690,skrelp-default,Skrelp,Poison,Water,+1d6/lvl,20,6,6,6,6,3,1,8,20,Small,16.09,Light,Water 1,Dragon,Poison Point,Poison Touch,Adaptability,Kalos,y
883,691,dragalge-default,Dragalge,Poison,Dragon,+1d6/lvl,20,7,9,9,12,4,5,11,71,Medium,179.68,Medium,Water 1,Dragon,Poison Point,Poison Touch,Adaptability,Kalos,
884,692,clauncher-default,Clauncher,Water,,+1d6/lvl,20,5,6,5,6,4,1,8,20,Small,18.3,Light,Water 1,Water 3,Mega Launcher,,,Kalos,y
885,693,clawitzer-default,Clawitzer,Water,,+1d8/lvl,21,7,8,12,8,5,4,3,51,Medium,77.82,Light,Water 1,Water 3,Mega Launcher,,,Kalos,
886,694,helioptile-default,Helioptile,Electric,Normal,+1d4/lvl,19,3,3,6,4,7,1,8,20,Small,13.23,Light,Monster,Dragon,Dry Skin,Sand Veil,Solar Power,Kalos,y
887,695,heliolisk-default,Heliolisk,Electric,Normal,+1d6/lvl,20,5,5,10,9,10,3,3,39,Small,46.3,Light,Monster,Dragon,Dry Skin,Sand Veil,Solar Power,Kalos,
888,696,tyrunt-default,Tyrunt,Rock,Dragon,+1d6/lvl,20,8,7,4,4,4,2,7,31,Small,57.32,Light,Monster,Dragon,Strong Jaw,,Sturdy,Kalos,y
889,697,tyrantrum-default,Tyrantrum,Rock,Dragon,+1d8/lvl,21,12,11,6,5,7,8,2,98,Large,595.25,Massive,Monster,Dragon,Strong Jaw,,Rock Head,Kalos,
890,698,amaura-default,Amaura,Rock,Ice,+1d8/lvl,21,5,5,6,6,4,4,3,51,Medium,55.56,Light,Monster,,Refrigerate,,Snow Warning,Kalos,y
891,699,aurorus-default,Aurorus,Rock,Ice,+1d12/lvl,23,7,7,9,9,5,8,10,106,Large,496.04,Heavy,Monster,,Refrigerate,,Snow Warning,Kalos,
892,700,sylveon-default,Sylveon,Fairy,,+1d10/lvl,22,6,6,11,13,6,3,3,39,Small,51.81,Light,Field,,Cute Charm,,Pixilate,Kalos,
893,701,hawlucha-default,Hawlucha,Fighting,Flying,+1d8/lvl,21,9,7,7,6,11,2,7,31,Small,47.4,Light,Flying,Human-Like,Limber,Unburden,Mold Breaker,Kalos,y
894,702,dedenne-default,Dedenne,Electric,Fairy,+1d6/lvl,20,5,5,8,6,10,0,8,8,Small,4.85,Feather,Field,Fairy,Cheek Pouch,Pickup,Plus,Kalos,y
895,703,carbink-default,Carbink,Rock,Fairy,+1d6/lvl,20,5,15,5,15,5,0,12,12,Small,12.57,Light,Fairy,Mineral,Clear Body,,Sturdy,Kalos,y
896,704,goomy-default,Goomy,Dragon,,+1d6/lvl,20,5,3,5,7,4,0,12,12,Small,6.17,Feather,Dragon,,Sap Sipper,Hydration,Gooey,Kalos,y
897,705,sliggoo-default,Sliggoo,Dragon,,+1d6/lvl,20,7,5,8,11,6,2,7,31,Small,38.58,Light,Dragon,,Sap Sipper,Hydration,Gooey,Kalos,
898,705,sliggoo-hisuian,Hisuian Sliggoo,Steel,Dragon,+1d6/lvl,20,7,8,8,11,4,2,4,28,Small,151.02,Medium,Dragon,,Sap Sipper,Shell Armor,Gooey,Hisui,
899,706,goodra-default,Goodra,Dragon,,+1d8/lvl,21,10,7,11,15,8,6,7,79,Medium,331.8,Heavy,Dragon,,Sap Sipper,Hydration,Gooey,Kalos,
900,706,goodra-hisuian,Hisuian Goodra,Steel,Dragon,+1d8/lvl,21,10,10,11,15,6,5,11,71,Medium,736.56,Massive,Dragon,,Sap Sipper,Shell Armor,Gooey,Hisui,
901,707,klefki-default,Klefki,Steel,Fairy,+1d6/lvl,20,8,9,8,8,7,0,8,8,Small,6.61,Feather,Mineral,,Prankster,,Magician,Kalos,y
902,708,phantump-default,Phantump,Ghost,Grass,+1d4/lvl,19,7,4,5,6,3,1,4,16,Small,15.43,Light,Grass,Amorphous,Natural Cure,Frisk,Harvest,Kalos,y
903,709,trevenant-default,Trevenant,Ghost,Grass,+1d8/lvl,21,11,7,6,8,5,4,11,59,Medium,156.53,Medium,Grass,Amorphous,Natural Cure,Frisk,Harvest,Kalos,
904,710,pumpkaboo-small,Small Pumpkaboo,Ghost,Grass,+1d4/lvl,19,6,7,4,5,5,0,12,12,Small,7.72,Feather,Amorphous,,Pickup,Frisk,Insomnia,Kalos,y
905,710,pumpkaboo-average,Average Pumpkaboo,Ghost,Grass,+1d6/lvl,20,6,7,4,5,5,1,4,16,Small,11.02,Light,Amorphous,,Pickup,Frisk,Insomnia,Kalos,y
906,710,pumpkaboo-large,Large Pumpkaboo,Ghost,Grass,+1d6/lvl,20,6,7,4,5,4,1,8,20,Small,16.53,Light,Amorphous,,Pickup,Frisk,Insomnia,Kalos,y
907,710,pumpkaboo-super,Super Pumpkaboo,Ghost,Grass,+1d6/lvl,20,6,7,4,5,4,2,7,31,Small,33.07,Light,Amorphous,,Pickup,Frisk,Insomnia,Kalos,y
908,711,gourgeist-small,Small Gourgeist,Ghost,Grass,+1d6/lvl,20,8,12,5,7,9,2,4,28,Small,20.94,Light,Amorphous,,Pickup,Frisk,Insomnia,Kalos,
909,711,gourgeist-average,Average Gourgeist,Ghost,Grass,+1d6/lvl,20,9,12,5,7,8,2,11,35,Small,27.56,Light,Amorphous,,Pickup,Frisk,Insomnia,Kalos,
910,711,gourgeist-large,Large Gourgeist,Ghost,Grass,+1d8/lvl,21,9,12,5,7,6,3,7,43,Medium,30.86,Light,Amorphous,,Pickup,Frisk,Insomnia,Kalos,
911,711,gourgeist-super,Super Gourgeist,Ghost,Grass,+1d8/lvl,21,10,12,5,7,5,5,7,67,Medium,85.98,Light,Amorphous,,Pickup,Frisk,Insomnia,Kalos,
912,712,bergmite-default,Bergmite,Ice,,+1d6/lvl,20,6,8,3,3,2,3,3,39,Small,219.36,Medium,Monster,Mineral,Own Tempo,Ice Body,Sturdy,Kalos,y
913,713,avalugg-default,Avalugg,Ice,,+1d10/lvl,22,11,18,4,4,2,6,7,79,Medium,1113.33,Massive,Monster,Mineral,Own Tempo,Ice Body,Sturdy,Kalos,
914,713,avalugg-hisuian,Hisuian Avalugg,Ice,Rock,+1d10/lvl,22,12,18,3,3,3,4,7,55,Medium,578.49,Massive,Monster,Mineral,Strong Jaw,Ice Body,Sturdy,Hisui,
915,714,noibat-default,Noibat,Flying,Dragon,+1d4/lvl,19,3,3,4,4,5,1,8,20,Small,17.64,Light,Flying,Dragon,Frisk,Infiltrator,Telepathy,Kalos,y
916,715,noivern-default,Noivern,Flying,Dragon,+1d8/lvl,21,7,8,9,8,12,4,11,59,Medium,187.39,Medium,Flying,Dragon,Frisk,Infiltrator,Telepathy,Kalos,
917,716,xerneas-neutral,Xerneas,Fairy,,+1d12/lvl,23,13,9,13,9,9,9,10,118,Large,473.99,Heavy,No Eggs Discovered,,Fairy Aura,,,Kalos,y
918,716,xerneas-active,Active Xerneas,Fairy,,+1d12/lvl,23,13,9,13,9,9,9,10,118,Large,473.99,Heavy,No Eggs Discovered,,Fairy Aura,,,Kalos,
919,717,yveltal-default,Yveltal,Dark,Flying,+1d12/lvl,23,13,9,13,9,9,19,0,228,Huge,447.54,Heavy,No Eggs Discovered,,Dark Aura,,,Kalos,y
921,718,zygarde-50p,50P Zygarde,Dragon,Ground,+1d10/lvl,22,10,12,8,9,9,16,5,197,Huge,672.41,Massive,No Eggs Discovered,,Aura Break,Power Construct,,Kalos,y
922,718,zygarde-10p,10P Zygarde,Dragon,Ground,+1d6/lvl,20,10,7,6,8,11,3,11,47,Medium,73.85,Light,No Eggs Discovered,,Aura Break,Power Construct,,Kalos,y
923,719,diancie-default,Diancie,Rock,Fairy,+1d6/lvl,20,10,15,10,15,5,2,4,28,Small,19.4,Light,No Eggs Discovered,,Clear Body,,,Kalos,y
924,719,diancie-mega-evolution,Mega Diancie,Rock,Fairy,+1d6/lvl,20,16,11,16,11,11,3,7,43,Medium,61.29,Light,No Eggs Discovered,,Magic Bounce,,,Kalos,
925,720,hoopa-confined,Confined Hoopa,Psychic,Ghost,+1d8/lvl,21,11,6,15,13,7,1,8,20,Small,19.84,Light,No Eggs Discovered,,Magician,,,Kalos,y
926,720,hoopa-unbound,Unbound Hoopa,Psychic,Dark,+1d8/lvl,21,16,6,17,13,8,21,4,256,Gargantuan,1080.26,Massive,No Eggs Discovered,,Magician,,,Kalos,y
927,721,volcanion-default,Volcanion,Fire,Water,+1d8/lvl,21,11,12,13,9,7,5,7,67,Medium,429.9,Heavy,No Eggs Discovered,,Water Absorb,,,Kalos,y
928,722,rowlet-default,Rowlet,Grass,Flying,+1d6/lvl,20,5,5,5,5,4,0,12,12,Small,3.31,Feather,Flying,,Overgrow,,Long Reach,Alola,y
929,723,dartrix-default,Dartrix,Grass,Flying,+1d8/lvl,21,7,7,7,7,5,2,4,28,Small,35.27,Light,Flying,,Overgrow,,Long Reach,Alola,
930,724,decidueye-default,Decidueye,Grass,Ghost,+1d8/lvl,21,10,7,10,10,7,5,3,63,Medium,80.69,Light,Flying,,Overgrow,,Long Reach,Alola,
931,724,decidueye-hisuian,Hisuian Decidueye,Grass,Fighting,+1d8/lvl,21,11,8,9,9,6,5,3,63,Medium,81.57,Light,Flying,,Overgrow,,Scrappy,Hisui,
932,725,litten-default,Litten,Fire,,+1d6/lvl,20,6,4,6,4,7,1,4,16,Small,9.48,Feather,Field,,Blaze,,Intimidate,Alola,y
933,726,torracat-default,Torracat,Fire,,+1d6/lvl,20,8,5,8,5,9,2,4,28,Small,55.12,Light,Field,,Blaze,,Intimidate,Alola,
934,727,incineroar-default,Incineroar,Fire,Dark,+1d10/lvl,22,11,9,8,9,6,5,11,71,Medium,182.98,Medium,Field,,Blaze,,Intimidate,Alola,
935,728,popplio-default,Popplio,Water,,+1d6/lvl,20,5,5,6,5,4,1,4,16,Small,16.53,Light,Water 1,Field,Torrent,,Liquid Voice,Alola,y
936,729,brionne-default,Brionne,Water,,+1d6/lvl,20,6,6,9,8,5,1,12,24,Small,38.58,Light,Water 1,Field,Torrent,,Liquid Voice,Alola,
937,730,primarina-default,Primarina,Water,Fairy,+1d8/lvl,21,7,7,12,11,6,5,11,71,Medium,97,Light,Water 1,Field,Torrent,,Liquid Voice,Alola,
938,731,pikipek-default,Pikipek,Normal,Flying,+1d4/lvl,19,7,3,3,3,6,0,12,12,Small,2.65,Feather,Flying,,Keen Eye,Skill Link,Pickup,Alola,y
939,732,trumbeak-default,Trumbeak,Normal,Flying,+1d6/lvl,20,8,5,4,5,7,1,12,24,Small,32.63,Light,Flying,,Keen Eye,Skill Link,Pickup,Alola,
940,733,toucannon-default,Toucannon,Normal,Flying,+1d8/lvl,21,12,7,7,7,6,3,7,43,Medium,57.32,Light,Flying,,Keen Eye,Skill Link,Sheer Force,Alola,
941,734,yungoos-default,Yungoos,Normal,,+1d6/lvl,20,7,3,3,3,4,1,4,16,Small,13.23,Light,Flying,,Strong Jaw,Stakeout,Adaptability,Alola,y
942,735,gumshoos-default,Gumshoos,Normal,,+1d8/lvl,21,11,6,5,6,4,2,4,28,Small,31.31,Light,Field,,Strong Jaw,Stakeout,Adaptability,Alola,
943,736,grubbin-default,Grubbin,Bug,,+1d6/lvl,20,6,4,5,4,4,1,4,16,Small,9.7,Feather,Bug,,Swarm,,,Alola,y
944,737,charjabug-default,Charjabug,Bug,Electric,+1d6/lvl,20,8,9,5,7,3,1,8,20,Small,23.15,Light,Bug,,Battery,,,Alola,
945,738,vikavolt-default,Vikavolt,Bug,Electric,+1d8/lvl,21,7,9,14,7,4,4,11,59,Medium,99.21,Light,Bug,,Levitate,,,Alola,
946,739,crabrawler-default,Crabrawler,Fighting,,+1d6/lvl,20,8,5,4,4,6,1,12,24,Small,15.43,Light,Water 3,,Hyper Cutter,Iron Fist,Anger Point,Alola,y
947,740,crabominable-default,Crabominable,Fighting,Ice,+1d10/lvl,22,13,7,6,6,4,5,7,67,Medium,396.83,Heavy,Water 3,,Hyper Cutter,Iron Fist,Anger Point,Alola,
948,741,oricorio-baile,Baile Oricorio,Fire,Flying,+1d8/lvl,21,7,7,9,7,9,1,12,24,Small,7.5,Feather,Flying,,Dancer,,,Alola,y
949,741,oricorio-pompom,Pompom Oricorio,Electric,Flying,+1d8/lvl,21,7,7,9,7,9,1,12,24,Small,7.5,Feather,Flying,,Dancer,,,Alola,y
950,741,oricorio-pau,Pau Oricorio,Psychic,Flying,+1d8/lvl,21,7,7,9,7,9,1,12,24,Small,7.5,Feather,Flying,,Dancer,,,Alola,y
951,741,oricorio-sensu,Sensu Oricorio,Ghost,Flying,+1d8/lvl,21,7,7,9,7,9,1,12,24,Small,7.5,Feather,Flying,,Dancer,,,Alola,y
952,742,cutiefly-default,Cutiefly,Bug,Fairy,+1d4/lvl,19,4,4,5,4,8,0,4,4,Small,0.44,Feather,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Alola,y
953,743,ribombee-default,Ribombee,Bug,Fairy,+1d6/lvl,20,5,6,9,7,12,0,8,8,Small,1.1,Feather,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Alola,
954,744,rockruff-default,Rockruff,Rock,,+1d6/lvl,20,6,4,3,4,6,1,8,20,Small,20.28,Light,Field,,Keen Eye,Vital Spirit,Steadfast,Alola,y
955,744,rockruff-owntempo,Owntempo Rockruff,Rock,,+1d6/lvl,20,6,4,3,4,6,1,8,20,Small,20.28,Light,Field,,Own Tempo,,,Alola,
956,745,lycanroc-midnight,Midnight Lycanroc,Rock,,+1d8/lvl,21,11,6,5,6,11,2,7,31,Small,55.12,Light,Field,,Keen Eye,Sand Rush,Steadfast,Alola,
957,745,lycanroc-midday,Midday Lycanroc,Rock,,+1d8/lvl,21,11,7,5,7,8,3,7,43,Medium,55.12,Light,Field,,Keen Eye,Vital Spirit,No Guard,Alola,
958,745,lycanroc-dusk,Dusk Lycanroc,Rock,,+1d8/lvl,21,11,6,5,6,11,2,7,31,Small,55.12,Light,Field,,Tough Claws,,,Alola,
959,746,wishiwashi-solo,Solo Wishiwashi,Water,,+1d6/lvl,20,2,2,2,2,4,0,8,8,Small,0.66,Feather,Water 2,,Schooling,,,Alola,y
960,746,wishiwashi-school,School Wishiwashi,Water,,+1d6/lvl,20,14,13,14,13,3,26,11,323,Gargantuan,173.28,Medium,Water 2,,Schooling,,,Alola,y
961,747,mareanie-default,Mareanie,Poison,Water,+1d6/lvl,20,5,6,4,5,4,1,4,16,Small,17.64,Light,Water 1,,Merciless,Limber,Regenerator,Alola,y
962,748,toxapex-default,Toxapex,Poison,Water,+1d6/lvl,20,6,15,5,14,3,2,4,28,Small,31.97,Light,Water 1,,Merciless,Limber,Regenerator,Alola,
963,749,mudbray-default,Mudbray,Ground,,+1d8/lvl,21,10,7,4,5,4,3,3,39,Small,242.51,Medium,Field,,Own Tempo,Stamina,Inner Focus,Alola,y
964,750,mudsdale-default,Mudsdale,Ground,,+1d10/lvl,22,12,10,5,8,3,8,2,98,Large,2028.25,Massive,Field,,Own Tempo,Stamina,Inner Focus,Alola,
965,751,dewpider-default,Dewpider,Water,Bug,+1d4/lvl,19,4,5,4,7,2,0,12,12,Small,8.82,Feather,Water 1,Bug,Water Bubble,,Water Absorb,Alola,y
966,752,araquanid-default,Araquanid,Water,Bug,+1d6/lvl,20,7,9,5,13,4,5,11,71,Medium,180.78,Medium,Water 1,Bug,Water Bubble,,Water Absorb,Alola,
967,753,fomantis-default,Fomantis,Grass,,+1d4/lvl,19,5,3,5,3,3,0,12,12,Small,3.31,Feather,Grass,,Leaf Guard,,Contrary,Alola,y
968,754,lurantis-default,Lurantis,Grass,,+1d8/lvl,21,10,9,8,9,4,2,11,35,Small,40.79,Light,Grass,,Leaf Guard,,Contrary,Alola,
969,755,morelull-default,Morelull,Grass,Fairy,+1d4/lvl,19,3,5,6,7,1,0,8,8,Small,3.31,Feather,Grass,,Illuminate,Effect Spore,Rain Dish,Alola,y
970,756,shiinotic-default,Shiinotic,Grass,Fairy,+1d6/lvl,20,4,8,9,10,3,3,3,39,Small,25.35,Light,Grass,,Illuminate,Effect Spore,Rain Dish,Alola,
971,757,salandit-default,Salandit,Poison,Fire,+1d6/lvl,20,4,4,7,4,7,1,12,24,Small,10.58,Light,Monster,Dragon,Corrosion,,Oblivious,Alola,y
972,758,salazzle-default,Salazzle,Poison,Fire,+1d6/lvl,20,6,6,11,6,11,3,11,47,Medium,48.94,Light,Monster,Dragon,Corrosion,,Oblivious,Alola,
973,759,stufful-default,Stufful,Normal,Fighting,+1d8/lvl,21,7,5,4,5,5,1,8,20,Small,14.99,Light,Field,,Fluffy,Klutz,Cute Charm,Alola,y
974,760,bewear-default,Bewear,Normal,Fighting,+1d12/lvl,23,12,8,5,6,6,6,11,83,Medium,297.62,Heavy,Field,,Fluffy,Klutz,Unnerve,Alola,
975,761,bounsweet-default,Bounsweet,Grass,,+1d4/lvl,19,3,3,3,3,3,0,12,12,Small,7.05,Feather,Grass,,Leaf Guard,Oblivious,Sweet Veil,Alola,y
976,762,steenee-default,Steenee,Grass,,+1d6/lvl,20,4,4,4,4,6,2,4,28,Small,18.08,Light,Grass,,Leaf Guard,Oblivious,Sweet Veil,Alola,
977,763,tsareena-default,Tsareena,Grass,,+1d8/lvl,21,12,9,5,9,7,3,11,47,Medium,47.18,Light,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,Alola,
978,764,comfey-default,Comfey,Fairy,,+1d6/lvl,20,5,9,8,11,10,0,4,4,Small,0.66,Feather,Grass,,Flower Veil,Triage,Natural Cure,Alola,y
979,765,oranguru-default,Oranguru,Normal,Psychic,+1d8/lvl,21,6,8,9,11,6,4,11,59,Medium,167.55,Medium,Field,,Inner Focus,Telepathy,Symbiosis,Alola,y
980,766,passimian-default,Passimian,Fighting,,+1d10/lvl,22,12,9,4,6,8,6,7,79,Medium,182.54,Medium,Field,,Receiver,,Defiant,Alola,y
981,767,wimpod-default,Wimpod,Bug,Water,+1d4/lvl,19,3,4,2,3,8,1,8,20,Small,26.46,Light,Bug,Water 3,Wimp Out,,,Alola,y
982,768,golisopod-default,Golisopod,Bug,Water,+1d8/lvl,21,12,14,6,9,4,6,7,79,Medium,238.1,Medium,Bug,Water 3,Emergency Exit,,,Alola,
983,769,sandygast-default,Sandygast,Ghost,Ground,+1d6/lvl,20,5,8,7,4,1,1,8,20,Small,154.32,Medium,Amorphous,,Water Compaction,,Sand Veil,Alola,y
984,770,palossand-default,Palossand,Ghost,Ground,+1d8/lvl,21,7,11,10,7,3,4,3,51,Medium,551.16,Massive,Amorphous,,Water Compaction,,Sand Veil,Alola,
985,771,pyukumuku-default,Pyukumuku,Water,,+1d6/lvl,20,6,13,3,13,0,0,12,12,Small,2.65,Feather,Water 1,,Innards Out,,Unaware,Alola,y
986,772,type-null-default,Type Null,Normal,,+1d10/lvl,22,9,9,9,9,5,6,3,75,Medium,265.66,Heavy,No Eggs Discovered,,Battle Armor,,,Alola,y
987,773,silvally-default,Silvally,Normal,,+1d10/lvl,22,9,9,9,9,9,7,7,91,Large,221.56,Medium,No Eggs Discovered,,RKS System,,,Alola,
988,774,minior-red-meteor,Minior,Rock,Flying,+1d6/lvl,20,6,10,6,10,6,0,12,12,Small,88.18,Light,Mineral,,Shields Down,,,Alola,y
989,774,minior-red-core,Core Minior,Rock,Flying,+1d6/lvl,20,10,6,10,6,12,0,12,12,Small,0.66,Feather,Mineral,,Shields Down,,,Alola,y
990,774,minior-blue-meteor,Blue Meteor Minior,Rock,Flying,+1d6/lvl,20,6,10,6,10,6,0,12,12,Small,88.18,Light,Mineral,,Shields Down,,,Alola,
991,774,minior-blue-core,Blue Core Minior,Rock,Flying,+1d6/lvl,20,10,6,10,6,12,0,12,12,Small,0.66,Feather,Mineral,,Shields Down,,,Alola,
992,774,minior-indigo-meteor,Indigo Meteor Minior,Rock,Flying,+1d6/lvl,20,6,10,6,10,6,0,12,12,Small,88.18,Light,Mineral,,Shields Down,,,Alola,
993,774,minior-indigo-core,Indigo Core Minior,Rock,Flying,+1d6/lvl,20,10,6,10,6,12,0,12,12,Small,0.66,Feather,Mineral,,Shields Down,,,Alola,
994,774,minior-orange-meteor,Orange Meteor Minior,Rock,Flying,+1d6/lvl,20,6,10,6,10,6,0,12,12,Small,88.18,Light,Mineral,,Shields Down,,,Alola,
995,774,minior-orange-core,Orange Core Minior,Rock,Flying,+1d6/lvl,20,10,6,10,6,12,0,12,12,Small,0.66,Feather,Mineral,,Shields Down,,,Alola,
996,774,minior-violet-meteor,Violet Meteor Minior,Rock,Flying,+1d6/lvl,20,6,10,6,10,6,0,12,12,Small,88.18,Light,Mineral,,Shields Down,,,Alola,
997,774,minior-violet-core,Violet Core Minior,Rock,Flying,+1d6/lvl,20,10,6,10,6,12,0,12,12,Small,0.66,Feather,Mineral,,Shields Down,,,Alola,
998,774,minior-yellow-meteor,Yellow Meteor Minior,Rock,Flying,+1d6/lvl,20,6,10,6,10,6,0,12,12,Small,88.18,Light,Mineral,,Shields Down,,,Alola,
999,774,minior-yellow-core,Yellow Core Minior,Rock,Flying,+1d6/lvl,20,10,6,10,6,12,0,12,12,Small,0.66,Feather,Mineral,,Shields Down,,,Alola,
1000,774,minior-green-meteor,Green Meteor Minior,Rock,Flying,+1d6/lvl,20,6,10,6,10,6,0,12,12,Small,88.18,Light,Mineral,,Shields Down,,,Alola,
1001,774,minior-green-core,Green Core Minior,Rock,Flying,+1d6/lvl,20,10,6,10,6,12,0,12,12,Small,0.66,Feather,Mineral,,Shields Down,,,Alola,
1002,775,komala-default,Komala,Normal,,+1d6/lvl,20,11,6,7,9,6,1,4,16,Small,43.87,Light,Field,,Comatose,,,Alola,y
1003,776,turtonator-default,Turtonator,Fire,Dragon,+1d6/lvl,20,7,13,9,8,3,6,7,79,Medium,467.38,Heavy,Monster,Dragon,Shell Armor,,,Alola,y
1004,777,togedemaru-default,Togedemaru,Electric,Steel,+1d6/lvl,20,9,6,4,7,9,0,12,12,Small,7.28,Feather,Field,Fairy,Iron Barbs,Lightning Rod,Sturdy,Alola,y
1005,778,mimikyu-disguised,Mimikyu,Ghost,Fairy,+1d6/lvl,20,9,8,5,10,9,0,8,8,Small,1.54,Feather,Amorphous,,Disguise,,,Alola,y
1006,778,mimikyu-busted,Busted Mimikyu,Ghost,Fairy,+1d6/lvl,20,9,8,5,10,9,0,8,8,Small,1.54,Feather,Amorphous,,Disguise,,,Alola,
1007,779,bruxish-default,Bruxish,Water,Psychic,+1d6/lvl,20,10,7,7,7,9,2,11,35,Small,41.89,Light,Water 2,,Dazzling,Strong Jaw,Wonder Skin,Alola,y
1008,780,drampa-default,Drampa,Normal,Dragon,+1d8/lvl,21,6,8,13,9,3,9,10,118,Large,407.85,Heavy,Monster,Dragon,Berserk,Sap Sipper,Cloud Nine,Alola,y
1009,781,dhelmise-default,Dhelmise,Ghost,Grass,+1d8/lvl,21,13,10,8,9,4,12,10,154,Large,462.97,Heavy,Mineral,,Steelworker,,,Alola,y
1010,782,jangmo-o-default,Jangmo-o,Dragon,,+1d6/lvl,20,5,6,4,4,4,1,12,24,Small,65.48,Light,Dragon,,Bulletproof,Soundproof,Overcoat,Alola,y
1011,783,hakamo-o-default,Hakamo-o,Dragon,Fighting,+1d6/lvl,20,7,9,6,7,6,3,11,47,Medium,103.62,Medium,Dragon,,Bulletproof,Soundproof,Overcoat,Alola,
1012,784,kommo-o-default,Kommo-o,Dragon,Fighting,+1d8/lvl,21,11,12,10,10,8,5,3,63,Medium,172.4,Medium,Dragon,,Bulletproof,Soundproof,Overcoat,Alola,
1013,785,tapu-koko-default,Tapu Koko,Electric,Fairy,+1d8/lvl,21,11,8,9,7,13,5,11,71,Medium,45.19,Light,No Eggs Discovered,,Electric Surge,,Telepathy,Alola,y
1014,786,tapu-lele-default,Tapu Lele,Psychic,Fairy,+1d8/lvl,21,8,7,13,11,9,3,11,47,Medium,41.01,Light,No Eggs Discovered,,Psychic Surge,,Telepathy,Alola,y
1015,787,tapu-bulu-default,Tapu Bulu,Grass,Fairy,+1d8/lvl,21,13,11,8,9,7,6,3,75,Medium,100.31,Medium,No Eggs Discovered,,Grassy Surge,,Telepathy,Alola,y
1016,788,tapu-fini-default,Tapu Fini,Water,Fairy,+1d8/lvl,21,7,11,9,13,8,4,3,51,Medium,46.74,Light,No Eggs Discovered,,Misty Surge,,Telepathy,Alola,y
1017,789,cosmog-default,Cosmog,Psychic,,+1d4/lvl,19,2,3,2,3,3,0,8,8,Small,0.22,Feather,No Eggs Discovered,,Unaware,,,Alola,y
1018,790,cosmoem-default,Cosmoem,Psychic,,+1d4/lvl,19,2,13,2,13,3,0,4,4,Small,2204.4,Massive,No Eggs Discovered,,Sturdy,,,Alola,
1019,791,solgaleo-default,Solgaleo,Psychic,Steel,+1d12/lvl,23,13,10,11,8,9,11,2,134,Large,507.06,Massive,No Eggs Discovered,,Full Metal Body,,,Alola,
1020,792,lunala-default,Lunala,Psychic,Ghost,+1d12/lvl,23,11,8,13,10,9,13,1,157,Large,264.55,Heavy,No Eggs Discovered,,Shadow Shield,,,Alola,
1021,793,nihilego-default,Nihilego,Rock,Poison,+1d10/lvl,22,5,4,12,13,10,3,11,47,Medium,122.36,Medium,No Eggs Discovered,,Beast Boost,,,Alola,y
1022,794,buzzwole-default,Buzzwole,Bug,Fighting,+1d10/lvl,22,13,13,5,5,7,7,10,94,Large,735.46,Massive,No Eggs Discovered,,Beast Boost,,,Alola,y
1023,795,pheromosa-default,Pheromosa,Bug,Fighting,+1d8/lvl,21,13,3,13,3,15,5,11,71,Medium,55.12,Light,No Eggs Discovered,,Beast Boost,,,Alola,y
1024,796,xurkitree-default,Xurkitree,Electric,,+1d8/lvl,21,8,7,17,7,8,12,6,150,Large,220.46,Medium,No Eggs Discovered,,Beast Boost,,,Alola,y
1025,797,celesteela-default,Celesteela,Steel,Flying,+1d10/lvl,22,10,10,10,10,6,30,2,362,Gargantuan,2204.4,Massive,No Eggs Discovered,,Beast Boost,,,Alola,y
1026,798,kartana-default,Kartana,Grass,Steel,+1d6/lvl,20,18,13,5,3,10,0,12,12,Small,0.22,Feather,No Eggs Discovered,,Beast Boost,,,Alola,y
1027,799,guzzlord-default,Guzzlord,Dark,Dragon,+1d12/lvl,23,10,5,9,5,4,18,1,217,Huge,1957.7,Massive,No Eggs Discovered,,Beast Boost,,,Alola,y
